ticker,sector_name,subsector_name,industry_name,subindustry_name
SAPX,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
SATU,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
SBAT,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil
SBMA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar
SCCO,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan
SCMA,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran
SCNP,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Peralatan Rumah Tangga
SCPI,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi
SDMU,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
SDPC,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Ritel & Distributor Obat-obatan
SDRA,Keuangan,Bank,Bank,Bank
SEMA,Energi,Energi Alternatif,Peralatan Energi Alternatif,Peralatan Energi Alternatif
SFAN,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan
SGER,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara
SGRO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
SHID,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
SHIP,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas
SICO,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara"
SIDO,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi
SILO,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan
SIMA,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan
SIMP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
SINI,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan
SIPD,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas"
SKBM,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
SKLT,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
SKRN,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat
SKYB,Teknologi,Perangkat Lunak & Jasa TI,Perangkat Lunak,Perangkat Lunak
SLIS,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik
SMAR,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
SMBR,Barang Baku,Barang Baku,Material Konstruksi,Material Konstruksi
SMCB,Barang Baku,Barang Baku,Material Konstruksi,Material Konstruksi
SMDM,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
SMDR,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
SMGA,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya
SMGR,Barang Baku,Barang Baku,Material Konstruksi,Material Konstruksi
SMIL,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat
SMKL,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan
SMKM,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
SMLE,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar
SMMA,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan
SMMT,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara
SMRA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
SMRU,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara"
SMSM,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif
SNLK,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
SOCI,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas
SOFA,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah
SOHO,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi
SOLA,Barang Baku,Barang Baku,Material Konstruksi,Material Konstruksi
SONA,Barang Konsumen Non-Primer,Perdagangan Ritel,Department Store,Department Store
SOSS,Perindustrian,Jasa Perindustrian,Jasa Profesional,Jasa Personalia
SOTS,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
SOUL,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan
SPMA,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan
SPRE,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil
SPTO,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan
SQMI,Barang Baku,Barang Baku,Logam & Mineral,Emas
SRAJ,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan
SRIL,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil
SRSN,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar
SRTG,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi
SSIA,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
SSMS,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
SSTM,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil
STAA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
STAR,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan
STRK,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Keras
STTP,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
SUGI,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Produksi & Penyulingan Minyak & Gas
SULI,Barang Baku,Barang Baku,Perhutanan & Kertas,Kayu
SUNI,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara"
SUPA,Keuangan,Bank,Bank,Bank
SUPR,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel
SURE,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Produksi & Penyulingan Minyak & Gas
SURI,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan
SWAT,Barang Baku,Barang Baku,Perhutanan & Kertas,Kertas
SWID,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
TALF,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan
TAMA,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
TAMU,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara"
TAPG,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
TARA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
TAXI,Transportasi & Logistik,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan
TAYS,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
TBIG,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel
TBLA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
TBMS,Barang Baku,Barang Baku,Logam & Mineral,Tembaga
TCID,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh
TCPI,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara
TDPM,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar
TEBE,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara
TECH,Teknologi,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI
TELE,Barang Konsumen Non-Primer,Perdagangan Ritel,Distributor Barang Konsumen,Distributor Barang Konsumen
TFAS,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet
TFCO,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil
TGKA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
TGRA,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik
TGUK,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan
TIFA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen
TINS,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya
TIRA,Perindustrian,Jasa Perindustrian,Perdagangan Aneka Barang Perindustrian,Perdagangan Aneka Barang Perindustrian
TIRT,Barang Baku,Barang Baku,Perhutanan & Kertas,Kayu
TKIM,Barang Baku,Barang Baku,Perhutanan & Kertas,Kertas
TLDN,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
TLKM,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Terintegrasi
TMAS,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
TMPO,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penerbitan
TNCA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
TOBA,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara
TOOL,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Barang Rumah Tangga
TOPS,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
TOSK,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet
TOTL,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
TOTO,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan
TOWR,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel
TOYS,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi
TPIA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar
TPMA,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara
TRAM,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara
TRGU,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
TRIL,Perindustrian,Jasa Perindustrian,Perdagangan Aneka Barang Perindustrian,Perdagangan Aneka Barang Perindustrian
TRIM,Keuangan,Jasa Investasi,Jasa Investasi,Bank Investasi & Perantara Perdagangan
TRIN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
TRIO,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik
TRIS,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas"
TRJA,Transportasi & Logistik,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan
TRON,Teknologi,Perangkat Lunak & Jasa TI,Perangkat Lunak,Perangkat Lunak
TRST,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan
TRUE,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
TRUK,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
TRUS,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen
TSPC,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi
TUGU,Keuangan,Asuransi,Asuransi,Asuransi Umum
